City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
686,Taguatinga,BR,-12.3857,-46.5711,90.14,37,95,2.19,overcast clouds
687,Longview,US,32.5007,-94.7405,77.0,33,1,5.75,clear sky
688,Rensvik,NO,63.1,7.8167,39.2,70,20,11.5,few clouds
689,Cavalcante,BR,-13.7975,-47.4583,82.76,48,81,3.22,broken clouds
690,Ust-Uda,RU,54.1742,103.0304,16.54,94,55,1.99,broken clouds
691,Hattiesburg,US,31.3271,-89.2903,73.0,37,1,4.61,clear sky
692,Mazamet,FR,43.49,2.373,48.2,93,75,14.97,light rain
693,Samarai,PG,-10.6167,150.6667,79.39,68,67,10.04,broken clouds
694,Metro,ID,-5.1131,105.3067,75.11,91,78,3.96,broken clouds
695,Manta,EC,-0.95,-80.7333,82.4,74,90,8.05,overcast clouds
696,Mayo,US,38.8876,-76.5119,77.0,50,1,4.61,clear sky
697,Alekseyevka,RU,50.6309,38.6903,47.89,58,100,14.88,overcast clouds
698,Flinders,AU,-34.5833,150.8552,51.8,50,2,14.97,clear sky
699,Tilichiki,RU,60.4667,166.1,1.29,81,18,12.01,few clouds
700,Betsiamites,CA,48.9413,-68.646,48.2,53,90,6.91,overcast clouds
701,Vardo,NO,70.3705,31.1107,33.8,80,75,24.16,broken clouds
702,Guayaramerin,BO,-10.8368,-65.3614,87.8,58,20,4.61,few clouds
703,Terme,TR,41.2092,36.9739,46.4,81,75,2.3,broken clouds
704,Barra Do Bugres,BR,-15.0725,-57.1811,91.4,44,18,4.5,few clouds
705,Beboto,TD,8.2668,16.939,88.72,10,36,5.41,scattered clouds
706,Kursavka,RU,44.4564,42.5093,46.4,81,90,4.47,overcast clouds
707,Khovu-Aksy,RU,51.1333,93.6,26.87,57,77,3.47,broken clouds
708,Lanzhou,CN,36.0564,103.7922,51.01,85,56,10.07,broken clouds
709,Ongandjera,NA,-17.8833,15.0667,77.38,27,18,4.59,few clouds
710,Boali,CF,4.8005,18.1275,89.6,55,20,6.91,few clouds
711,Santa Luzia,BR,-19.7697,-43.8514,82.4,44,0,5.75,clear sky
712,Southbridge,US,42.0751,-72.0334,57.99,68,100,1.99,overcast clouds
713,Chifeng,CN,42.2683,118.9636,48.74,56,67,10.31,broken clouds
714,Salo,IT,45.6086,10.531,52.0,82,90,4.61,overcast clouds
